id	label	model
12764	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
202933	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
165894	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
124999	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
535301	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
432948	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
34737	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
377091	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
840467	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
361701	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
184161	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
531785	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
402930	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
578332	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
723077	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
776755	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
587800	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
869387	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
620490	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
241030	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
764029	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
174711	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
65995	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
871343	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
715822	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
106487	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
764737	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
917460	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
531356	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266651	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
739854	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
266764	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
73332	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
760242	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
320758	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
609567	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
16555	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
404893	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
357862	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
624326	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
364169	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
631673	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
105543	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
699006	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
701268	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
742298	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
643737	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
689092	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
563553	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
662932	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
473263	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
422168	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
862941	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
342937	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
178372	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
916768	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
215239	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
763206	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
666182	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
503048	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
519953	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
679666	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
237037	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
561654	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
335959	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
672138	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
705318	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
251010	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
50757	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
708711	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
379033	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
356889	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
380864	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
357388	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
237264	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
785645	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
10221	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
51427	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
327009	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
72638	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
454694	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
531585	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
905729	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
826344	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
622615	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
341026	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
756812	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
446998	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
507755	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
252185	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
677872	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
573406	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
708512	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
35865	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
521314	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
629720	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
579590	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
420676	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
888468	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
507098	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
33791	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
628771	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
197579	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
228413	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
607208	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
482851	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
641065	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
154089	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
21246	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
99970	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
243706	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
366232	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
799431	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
151836	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
384383	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
430350	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
321512	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
791877	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
369126	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
769210	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
389866	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
124392	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
111565	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
87928	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
507897	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
284276	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
211557	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
407528	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
656024	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
163256	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
701482	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
28613	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
393451	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
130986	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
47847	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
474831	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
262358	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
809182	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
912597	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
491193	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
605569	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
380424	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
603456	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
107100	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
626831	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
447213	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
697862	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
91497	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
652526	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
24792	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
571083	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
890268	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
5297	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
920594	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
172944	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
624079	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
770329	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
692607	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
3052	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
844455	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
814896	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
110591	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
180575	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
254322	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
574720	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
622377	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
623083	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
668718	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
633172	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
6790	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
850984	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
500524	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
581344	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
654769	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
706547	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
603782	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
302171	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
744717	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
512972	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
781353	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
384814	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
15032	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
251425	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
813466	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675844	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
2583	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
659227	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
169886	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
381979	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
299641	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
704171	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
618279	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
641060	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
562096	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
318122	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
451639	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
653504	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
144836	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
426811	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
399359	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
610564	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
246780	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
838887	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
144994	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
854277	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
865313	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
578428	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
187917	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
348388	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
741123	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
634544	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
778366	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
441000	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
377994	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
362805	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
12475	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
460383	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
870913	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
2715	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
921356	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
196647	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
824151	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
382540	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
1087	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
380610	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
416517	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
456028	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
431471	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
453235	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
927587	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
422259	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
896697	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
42562	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
197313	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
690302	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
925174	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
535584	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
931365	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
227393	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
329379	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
56445	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
546158	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
258725	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
175825	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937532	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
833099	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
321436	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
755018	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
798262	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
866278	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
210321	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
363164	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
370542	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
132703	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
601946	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
897150	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
256376	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
240015	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
259547	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
67131	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
923885	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
226135	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
662300	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
677456	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
485008	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
529942	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
914346	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
298173	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
446809	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
671424	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
793955	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
157776	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
283469	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
206317	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
33066	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
36214	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
683112	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
831416	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
473865	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
783655	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
344565	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
240377	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
205517	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
624990	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
114646	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
860260	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
321233	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
287639	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
698525	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
640865	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
493551	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
329369	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
687000	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
938515	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
71327	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
82872	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
564549	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
93050	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
684599	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
923214	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
712666	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
516447	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
789503	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
126197	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
83510	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
693378	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
766830	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
917369	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
140689	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
828319	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
441784	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
584069	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
595722	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
587975	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
737847	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
355260	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
208807	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
698527	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
342704	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
281083	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
594110	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
208175	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
536181	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
562508	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
844368	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
355570	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
576652	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
230254	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
396913	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
160607	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
775615	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
634523	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
313291	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
631046	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
550426	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
807498	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
388081	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
532701	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
506934	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
322440	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
507780	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
133106	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
584019	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
474793	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
890928	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
888703	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
391227	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
511127	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
507374	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
680347	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
63627	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
903197	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
938868	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675732	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
482546	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
675440	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
115168	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
352533	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
630861	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
768879	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
882539	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
558518	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
937312	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
422059	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
416662	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
632696	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
203962	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
857709	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
793617	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
486353	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
635854	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
84223	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
150930	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
156149	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
772243	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
644418	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
723392	Society	enhanced_cascade_cv(banglabert->enhanced_banglabert)
717266	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
75367	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
398304	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
350619	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
633361	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
545400	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
184710	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
126450	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
157874	Community	enhanced_cascade_cv(banglabert->enhanced_banglabert)
268695	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
443262	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
405050	Organization	enhanced_cascade_cv(banglabert->enhanced_banglabert)
475199	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
909906	None	enhanced_cascade_cv(banglabert->enhanced_banglabert)
619424	Individual	enhanced_cascade_cv(banglabert->enhanced_banglabert)
